timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,outage,duration_min
2024-01-05 13:00:00,1.792,19.6,53.2,2.5,0.187,0,0.0
2024-01-05 14:00:00,1.36,23.06,50.0,3.85,0.018,0,0.0
2024-01-05 15:00:00,1.764,23.12,66.1,3.5,0.122,0,0.0
2024-01-05 16:00:00,2.208,22.23,58.6,5.01,0.074,0,0.0
2024-01-05 17:00:00,3.26,24.53,50.8,0.44,0.114,0,0.0
2024-01-05 18:00:00,3.548,25.93,54.0,2.12,0.884,0,0.0
2024-01-05 19:00:00,3.915,25.53,56.6,4.34,0.167,0,0.0
2024-01-05 20:00:00,3.571,25.72,57.7,3.58,0.118,1,24.7
2024-01-05 21:00:00,2.711,24.64,50.5,4.63,0.307,0,0.0
2024-01-05 22:00:00,2.353,26.03,51.9,3.89,0.345,0,0.0
2024-01-05 23:00:00,1.821,24.18,46.7,3.3,1.236,0,0.0
2024-01-06 00:00:00,1.344,21.84,60.2,3.05,0.237,0,0.0
2024-01-06 01:00:00,1.131,22.66,53.3,6.99,0.419,0,0.0
2024-01-06 02:00:00,1.586,22.98,57.3,5.8,0.144,1,166.0
2024-01-06 03:00:00,1.403,20.58,62.1,4.24,0.056,0,0.0
2024-01-06 04:00:00,2.13,21.74,56.1,3.62,0.169,0,0.0
2024-01-06 05:00:00,2.996,19.6,54.4,4.31,0.163,0,0.0
2024-01-06 06:00:00,3.237,18.87,56.0,4.74,0.164,0,0.0
2024-01-06 07:00:00,3.892,18.01,55.3,4.13,0.357,0,0.0
2024-01-06 08:00:00,4.222,17.93,61.2,2.37,0.156,0,0.0
2024-01-06 09:00:00,3.901,17.87,56.6,6.18,0.925,0,0.0
2024-01-06 10:00:00,3.153,18.23,52.3,3.87,1.218,0,0.0
2024-01-06 11:00:00,2.679,19.7,60.2,6.52,0.222,0,0.0
2024-01-06 12:00:00,1.888,19.06,61.2,3.78,0.245,0,0.0
2024-01-06 13:00:00,1.712,19.89,48.3,3.13,0.157,0,0.0
2024-01-06 14:00:00,1.348,20.88,62.7,5.58,0.132,0,0.0
2024-01-06 15:00:00,1.838,25.08,56.8,3.95,1.267,1,94.6
2024-01-06 16:00:00,1.92,24.53,56.4,3.7,0.012,0,0.0
2024-01-06 17:00:00,2.68,25.13,60.0,1.7,0.158,0,0.0
2024-01-06 18:00:00,3.537,24.41,52.2,4.49,0.049,0,0.0
2024-01-06 19:00:00,3.523,26.49,59.8,2.76,0.389,0,0.0
2024-01-06 20:00:00,3.448,25.88,53.1,2.83,0.065,0,0.0
2024-01-06 21:00:00,2.92,26.08,47.6,2.76,0.648,1,62.5
2024-01-06 22:00:00,1.778,24.49,50.0,4.16,0.141,0,0.0
2024-01-06 23:00:00,1.574,24.99,57.8,1.2,0.747,0,0.0
2024-01-07 00:00:00,1.322,23.58,50.3,3.18,1.293,0,0.0
2024-01-07 01:00:00,1.442,22.27,63.1,4.97,0.442,0,0.0
2024-01-07 02:00:00,1.248,22.73,60.9,1.63,0.293,0,0.0
2024-01-07 03:00:00,1.473,19.43,61.7,3.76,0.049,0,0.0
2024-01-07 04:00:00,2.178,20.56,55.6,2.55,0.811,0,0.0
2024-01-07 05:00:00,2.77,19.86,56.3,2.89,0.45,0,0.0
2024-01-07 06:00:00,3.481,17.66,49.0,5.98,0.102,0,0.0
2024-01-07 07:00:00,4.087,17.32,60.0,1.02,0.19,0,0.0
2024-01-07 08:00:00,4.163,17.78,56.9,4.65,0.021,0,0.0
2024-01-07 09:00:00,4.07,18.42,57.8,2.78,0.323,0,0.0
2024-01-07 10:00:00,3.488,18.38,63.4,2.71,0.04,1,80.3
2024-01-07 11:00:00,2.619,19.61,52.0,1.83,0.316,0,0.0
2024-01-07 12:00:00,2.385,21.76,54.4,4.63,0.334,0,0.0
2024-01-07 13:00:00,1.77,20.46,56.6,3.21,0.118,0,0.0
2024-01-07 14:00:00,1.365,20.28,50.3,3.02,0.891,0,0.0
2024-01-07 15:00:00,1.762,23.86,54.1,3.66,0.453,0,0.0
2024-01-07 16:00:00,1.949,25.68,57.5,3.24,0.206,0,0.0
2024-01-07 17:00:00,2.904,25.22,53.4,0.5,0.752,0,0.0
2024-01-07 18:00:00,3.646,24.38,61.5,2.76,0.581,0,0.0
2024-01-07 19:00:00,3.643,25.74,47.4,4.84,0.354,0,0.0
2024-01-07 20:00:00,3.616,24.88,60.6,1.24,0.05,0,0.0
2024-01-07 21:00:00,2.844,26.51,58.3,1.87,0.206,0,0.0
2024-01-07 22:00:00,2.2,24.11,52.2,2.86,0.599,0,0.0
2024-01-07 23:00:00,1.888,24.53,50.4,2.41,0.282,0,0.0
2024-01-08 00:00:00,1.481,23.0,44.6,3.46,0.237,0,0.0
2024-01-08 01:00:00,1.446,23.16,51.0,1.86,0.932,0,0.0
2024-01-08 02:00:00,1.535,21.63,60.2,2.92,0.005,0,0.0
2024-01-08 03:00:00,1.784,21.14,54.7,3.43,0.004,0,0.0
2024-01-08 04:00:00,2.323,20.02,60.8,4.47,0.67,0,0.0
2024-01-08 05:00:00,3.011,18.18,51.9,5.37,0.012,0,0.0
2024-01-08 06:00:00,3.72,19.16,58.5,3.11,0.121,0,0.0
2024-01-08 07:00:00,4.393,18.09,51.4,6.33,0.773,0,0.0
2024-01-08 08:00:00,4.502,17.01,50.2,3.22,0.352,0,0.0
2024-01-08 09:00:00,4.487,20.38,54.5,4.74,0.313,0,0.0
2024-01-08 10:00:00,3.639,19.01,51.7,6.4,0.321,0,0.0
2024-01-08 11:00:00,3.369,19.02,47.3,3.71,0.115,0,0.0
2024-01-08 12:00:00,2.433,21.42,54.1,1.44,0.227,0,0.0
2024-01-08 13:00:00,1.805,22.81,55.5,3.64,0.298,0,0.0
2024-01-08 14:00:00,1.618,21.85,61.3,2.58,0.109,1,94.3
2024-01-08 15:00:00,1.97,23.38,59.7,3.09,0.476,0,0.0
2024-01-08 16:00:00,2.296,23.01,61.1,6.48,0.116,0,0.0
2024-01-08 17:00:00,3.128,24.68,58.6,1.67,0.022,0,0.0
2024-01-08 18:00:00,3.778,25.27,56.7,3.95,0.067,0,0.0
2024-01-08 19:00:00,3.989,26.05,48.9,2.18,0.157,0,0.0
2024-01-08 20:00:00,3.579,26.33,55.7,3.04,0.716,0,0.0
2024-01-08 21:00:00,2.789,26.42,58.0,4.62,0.161,0,0.0
2024-01-08 22:00:00,2.245,25.7,62.3,3.98,0.028,0,0.0
2024-01-08 23:00:00,1.967,23.62,58.4,3.16,0.066,0,0.0
2024-01-09 00:00:00,1.785,23.06,61.2,2.53,0.236,0,0.0
2024-01-09 01:00:00,1.607,22.49,49.8,3.97,0.059,0,0.0
2024-01-09 02:00:00,1.929,21.72,53.4,6.06,0.02,0,0.0
2024-01-09 03:00:00,2.198,22.02,57.1,2.15,0.376,0,0.0
2024-01-09 04:00:00,2.436,18.84,60.8,6.37,0.46,0,0.0
2024-01-09 05:00:00,3.218,18.81,54.3,5.3,0.57,0,0.0
2024-01-09 06:00:00,3.922,19.49,54.6,5.55,0.557,0,0.0
2024-01-09 07:00:00,4.332,17.84,58.4,3.96,0.143,0,0.0
2024-01-09 08:00:00,4.788,18.46,49.4,5.26,0.398,0,0.0
2024-01-09 09:00:00,4.588,18.0,63.0,1.99,0.263,0,0.0
2024-01-09 10:00:00,4.076,18.79,50.6,2.5,0.007,0,0.0
2024-01-09 11:00:00,3.354,18.94,45.4,4.65,0.154,0,0.0
2024-01-09 12:00:00,2.367,20.67,55.1,3.94,0.016,0,0.0
2024-01-09 13:00:00,2.028,19.42,63.5,3.28,0.026,0,0.0
2024-01-09 14:00:00,2.09,21.64,57.9,0.25,0.017,0,0.0
2024-01-09 15:00:00,2.209,23.33,58.8,2.85,0.973,1,125.7
2024-01-09 16:00:00,2.641,24.53,55.2,1.74,0.558,0,0.0
2024-01-09 17:00:00,3.833,26.32,54.2,4.24,0.173,0,0.0
2024-01-09 18:00:00,4.027,25.07,47.3,3.21,0.086,0,0.0
2024-01-09 19:00:00,4.405,27.34,43.7,2.56,0.023,0,0.0
2024-01-09 20:00:00,4.084,25.34,56.0,7.46,0.169,1,31.5
2024-01-09 21:00:00,3.349,27.19,61.6,5.06,0.275,0,0.0
2024-01-09 22:00:00,2.499,26.28,56.7,5.08,0.479,1,98.5
2024-01-09 23:00:00,2.187,23.91,58.1,6.8,0.016,0,0.0
2024-01-10 00:00:00,1.694,24.31,62.9,4.7,0.162,0,0.0
2024-01-10 01:00:00,1.816,22.98,56.6,2.34,1.13,0,0.0
2024-01-10 02:00:00,1.888,22.63,54.4,2.17,0.039,0,0.0
2024-01-10 03:00:00,2.211,20.74,50.9,4.95,0.153,0,0.0
2024-01-10 04:00:00,2.974,19.69,65.1,0.41,0.096,0,0.0
2024-01-10 05:00:00,2.973,20.54,57.6,3.38,0.043,0,0.0
2024-01-10 06:00:00,4.074,18.44,50.3,0.24,0.548,0,0.0
2024-01-10 07:00:00,4.32,18.96,49.1,3.65,0.358,0,0.0
2024-01-10 08:00:00,4.722,17.77,61.3,4.78,0.159,0,0.0
2024-01-10 09:00:00,4.725,19.8,49.8,3.92,0.138,0,0.0
2024-01-10 10:00:00,3.981,17.86,64.3,4.91,0.528,0,0.0
2024-01-10 11:00:00,3.092,18.56,41.2,6.45,0.029,0,0.0
2024-01-10 12:00:00,2.525,21.52,62.1,3.28,0.048,0,0.0
2024-01-10 13:00:00,2.328,20.52,57.4,7.71,0.711,0,0.0
2024-01-10 14:00:00,1.961,23.6,55.6,3.82,0.51,1,62.3
2024-01-10 15:00:00,2.223,23.93,54.1,4.92,0.447,0,0.0
2024-01-10 16:00:00,2.629,23.85,64.5,2.58,0.293,0,0.0
2024-01-10 17:00:00,3.216,23.02,58.5,5.93,0.104,1,115.7
2024-01-10 18:00:00,4.321,25.44,50.5,5.06,0.819,0,0.0
2024-01-10 19:00:00,4.388,25.97,46.4,5.71,0.203,0,0.0
2024-01-10 20:00:00,3.695,27.17,55.9,3.58,0.099,1,184.4
2024-01-10 21:00:00,3.337,27.45,55.0,1.62,0.137,1,71.2
2024-01-10 22:00:00,2.505,24.78,47.4,4.19,0.005,0,0.0
2024-01-10 23:00:00,2.259,25.63,54.7,0.95,0.088,0,0.0
2024-01-11 00:00:00,1.529,24.77,52.1,3.0,0.062,0,0.0
2024-01-11 01:00:00,1.672,24.11,55.0,3.79,0.044,0,0.0
2024-01-11 02:00:00,1.874,22.5,58.6,7.07,0.01,0,0.0
2024-01-11 03:00:00,2.166,19.02,62.5,3.98,0.077,1,121.8
2024-01-11 04:00:00,2.284,19.84,59.5,3.71,0.033,0,0.0
2024-01-11 05:00:00,3.04,18.02,51.4,3.41,0.014,0,0.0
2024-01-11 06:00:00,3.737,18.33,56.8,1.49,0.044,0,0.0
2024-01-11 07:00:00,4.302,19.12,55.3,3.63,0.068,0,0.0
2024-01-11 08:00:00,4.895,18.31,48.3,3.65,0.161,0,0.0
2024-01-11 09:00:00,4.46,19.28,57.0,2.05,0.263,0,0.0
2024-01-11 10:00:00,3.62,18.88,64.3,1.72,0.117,0,0.0
2024-01-11 11:00:00,3.229,17.87,55.2,2.78,0.046,0,0.0
2024-01-11 12:00:00,2.788,17.48,47.0,3.6,0.846,0,0.0
2024-01-11 13:00:00,2.219,21.11,55.2,2.81,0.217,1,85.4
2024-01-11 14:00:00,1.681,21.79,48.9,1.92,0.406,0,0.0
2024-01-11 15:00:00,1.955,22.06,59.3,3.93,0.356,0,0.0
2024-01-11 16:00:00,2.65,22.3,57.6,4.31,0.101,1,33.5
2024-01-11 17:00:00,3.045,24.09,54.1,3.68,0.246,0,0.0
2024-01-11 18:00:00,3.904,25.27,53.3,2.66,0.277,0,0.0
2024-01-11 19:00:00,4.247,26.53,53.9,4.39,0.13,0,0.0
2024-01-11 20:00:00,3.697,26.19,55.0,3.21,0.333,1,75.0
2024-01-11 21:00:00,3.138,27.47,51.1,1.72,0.469,0,0.0
2024-01-11 22:00:00,1.956,24.43,48.1,5.05,0.136,0,0.0
2024-01-11 23:00:00,1.815,25.71,60.7,4.03,0.005,0,0.0
2024-01-12 00:00:00,1.35,24.05,53.1,3.32,0.129,0,0.0
2024-01-12 01:00:00,1.242,23.73,55.8,1.14,0.037,0,0.0
2024-01-12 02:00:00,1.783,21.56,56.4,2.38,0.051,0,0.0
2024-01-12 03:00:00,1.561,22.04,56.6,6.53,0.137,0,0.0
2024-01-12 04:00:00,2.138,20.3,49.1,1.24,0.07,1,42.7
2024-01-12 05:00:00,2.85,18.49,46.6,3.12,0.819,0,0.0
2024-01-12 06:00:00,3.764,18.52,52.1,3.48,0.317,0,0.0
2024-01-12 07:00:00,3.924,17.9,57.0,3.98,0.219,0,0.0
2024-01-12 08:00:00,4.544,18.49,51.4,1.25,0.003,0,0.0
2024-01-12 09:00:00,4.141,16.96,53.2,3.76,0.033,0,0.0
2024-01-12 10:00:00,3.401,18.51,65.6,0.97,0.466,0,0.0
2024-01-12 11:00:00,2.9,19.57,45.8,3.65,0.148,0,0.0
2024-01-12 12:00:00,2.239,20.03,51.2,2.52,0.014,0,0.0
2024-01-12 13:00:00,1.714,22.31,64.5,2.2,0.524,1,49.6
2024-01-12 14:00:00,1.659,22.77,54.8,4.75,0.108,0,0.0
2024-01-12 15:00:00,1.71,23.03,51.5,3.15,0.146,0,0.0
2024-01-12 16:00:00,2.216,24.22,60.8,4.21,1.099,0,0.0
2024-01-12 17:00:00,2.99,25.12,55.3,4.26,0.005,0,0.0
2024-01-12 18:00:00,3.815,25.87,53.3,5.4,0.383,0,0.0
2024-01-12 19:00:00,3.684,24.04,56.0,1.69,0.892,0,0.0
2024-01-12 20:00:00,3.896,25.7,51.7,4.88,0.02,0,0.0
2024-01-12 21:00:00,2.593,24.38,49.9,3.52,0.603,0,0.0
2024-01-12 22:00:00,2.159,26.74,54.4,2.93,0.161,0,0.0
2024-01-12 23:00:00,1.796,24.77,49.9,1.78,0.631,0,0.0
2024-01-13 00:00:00,1.268,23.81,55.1,4.41,0.111,0,0.0
2024-01-13 01:00:00,1.174,23.93,56.8,2.12,1.216,0,0.0
2024-01-13 02:00:00,1.345,22.42,59.3,4.28,0.312,0,0.0
2024-01-13 03:00:00,1.54,19.84,60.6,6.39,0.296,0,0.0
2024-01-13 04:00:00,1.953,19.93,53.0,4.97,0.492,0,0.0
2024-01-13 05:00:00,2.795,18.84,57.5,5.59,0.172,0,0.0
2024-01-13 06:00:00,3.44,16.79,57.5,2.42,0.09,0,0.0
2024-01-13 07:00:00,3.873,17.45,56.6,4.64,0.092,0,0.0
2024-01-13 08:00:00,4.342,17.82,52.6,1.78,0.12,0,0.0
2024-01-13 09:00:00,4.023,18.02,49.9,3.15,0.288,0,0.0
2024-01-13 10:00:00,3.508,17.05,57.5,6.11,0.547,0,0.0
2024-01-13 11:00:00,2.763,20.32,46.5,2.59,0.208,1,29.6
2024-01-13 12:00:00,1.923,19.9,53.7,5.17,0.155,0,0.0
2024-01-13 13:00:00,1.557,21.0,42.2,5.02,0.474,0,0.0
2024-01-13 14:00:00,1.598,22.4,48.3,5.11,0.103,0,0.0
2024-01-13 15:00:00,1.697,22.25,50.6,1.6,0.35,0,0.0
2024-01-13 16:00:00,2.034,24.46,60.5,4.29,0.034,0,0.0
2024-01-13 17:00:00,2.746,24.46,58.4,3.27,0.036,0,0.0
2024-01-13 18:00:00,3.606,24.57,52.2,5.13,0.31,0,0.0
2024-01-13 19:00:00,3.619,26.44,58.6,1.02,0.026,1,105.2
2024-01-13 20:00:00,3.496,27.49,59.4,4.05,0.051,0,0.0
2024-01-13 21:00:00,2.694,26.59,54.2,3.84,0.294,0,0.0
2024-01-13 22:00:00,1.987,26.39,48.1,0.51,0.173,0,0.0
2024-01-13 23:00:00,1.711,24.31,54.0,2.17,0.247,0,0.0
2024-01-14 00:00:00,1.407,22.4,54.5,0.75,1.131,0,0.0
2024-01-14 01:00:00,1.447,24.53,48.8,2.41,0.3,0,0.0
2024-01-14 02:00:00,1.63,24.05,56.8,4.32,0.268,0,0.0
2024-01-14 03:00:00,1.675,22.51,56.4,3.79,0.143,0,0.0
2024-01-14 04:00:00,2.202,19.66,57.2,3.75,0.299,0,0.0
2024-01-14 05:00:00,2.679,18.02,56.4,1.94,0.004,1,153.9
2024-01-14 06:00:00,3.493,17.47,58.6,5.18,0.244,0,0.0
2024-01-14 07:00:00,4.015,16.45,54.1,3.47,0.021,0,0.0
2024-01-14 08:00:00,4.28,17.89,56.0,3.55,0.075,0,0.0
2024-01-14 09:00:00,4.124,19.74,53.0,4.91,0.248,0,0.0
2024-01-14 10:00:00,3.321,18.39,52.1,2.01,0.331,1,45.8
2024-01-14 11:00:00,3.04,19.47,61.7,3.84,0.146,0,0.0
2024-01-14 12:00:00,1.954,21.38,44.8,4.14,0.163,0,0.0
2024-01-14 13:00:00,1.517,20.56,59.4,2.68,0.207,0,0.0
2024-01-14 14:00:00,1.717,24.04,51.9,4.48,0.427,0,0.0
2024-01-14 15:00:00,1.782,25.03,51.2,4.22,0.005,0,0.0
2024-01-14 16:00:00,2.189,23.87,56.3,3.35,0.178,1,73.0
2024-01-14 17:00:00,2.881,24.25,47.6,3.3,0.004,0,0.0
2024-01-14 18:00:00,3.471,26.16,50.9,4.29,0.115,0,0.0
2024-01-14 19:00:00,3.631,25.52,50.8,4.68,0.22,0,0.0
2024-01-14 20:00:00,3.483,24.84,53.9,3.59,0.025,0,0.0
2024-01-14 21:00:00,2.68,27.14,51.0,5.18,0.199,0,0.0
2024-01-14 22:00:00,2.223,26.68,63.0,4.49,0.775,0,0.0
2024-01-14 23:00:00,1.582,24.98,64.0,0.82,0.347,0,0.0
2024-01-15 00:00:00,1.394,22.74,44.9,1.39,0.457,0,0.0
2024-01-15 01:00:00,1.511,21.81,57.7,5.27,0.261,0,0.0
2024-01-15 02:00:00,1.73,22.11,59.3,3.13,0.68,0,0.0
2024-01-15 03:00:00,1.821,20.46,57.7,3.75,0.048,0,0.0
2024-01-15 04:00:00,2.211,19.66,51.7,5.21,0.179,0,0.0
2024-01-15 05:00:00,2.997,20.19,53.8,3.49,0.273,0,0.0
2024-01-15 06:00:00,3.715,19.27,51.3,3.56,0.62,0,0.0
2024-01-15 07:00:00,4.193,19.51,52.9,2.2,0.11,0,0.0
2024-01-15 08:00:00,4.429,17.01,49.0,4.05,0.0,0,0.0
2024-01-15 09:00:00,4.304,17.79,54.4,4.38,1.1,0,0.0
2024-01-15 10:00:00,3.461,19.29,47.5,2.63,0.008,0,0.0
2024-01-15 11:00:00,2.75,19.62,54.0,2.12,0.05,0,0.0
2024-01-15 12:00:00,2.232,21.53,48.8,7.44,0.164,1,45.0
2024-01-15 13:00:00,1.902,21.39,56.0,3.36,0.206,0,0.0
2024-01-15 14:00:00,1.825,23.85,51.6,2.47,0.54,0,0.0
2024-01-15 15:00:00,2.119,23.58,56.5,4.56,0.178,0,0.0
2024-01-15 16:00:00,2.458,25.06,60.4,3.42,0.238,0,0.0
2024-01-15 17:00:00,2.997,24.5,62.9,1.87,0.067,0,0.0
2024-01-15 18:00:00,3.704,25.48,42.4,4.22,0.253,1,32.4
2024-01-15 19:00:00,3.85,26.77,50.8,2.22,0.128,0,0.0
